#uuid,ord_in_thread,author,published,title,language,crawled,site_url,country,domain_rank,thread_title,spam_score,main_img_url,replies_count,participants_count,likes,comments,shares,type
fd2c048d7e03f7260a8d75725b0441c627578f1a,0,EdJenner,2016-11-10T02:37:06.677+02:00,NOT KIDDING: Colleges Give Students  Safe Spaces  To Cry Over Trump Win Threaten Students Over Pro-Trump  Chalkings ,english,2016-11-10T02:37:06.677+02:00,100percentfedup.com,US,25689,NOT KIDDING: Colleges Give Students  Safe Spaces  To Cry Over Trump Win Threaten Students Over Pro-Trump  Chalkings ,0,http://conservativeangle.com/wp-content/uploads/2016/11/2534062-thumb.jpg,0,1,0,0,0,bias
c8d4c0a88af223f1b41e3e966ecd98ceb22ab5fb,0,Fed Up,2016-11-10T15:38:00.000+02:00,BOOM! MATH SHOWS Trump Would Have Beaten Obama In Romney-Obama Election   100percentfedUp.com,english,2016-11-10T16:25:14.079+02:00,100percentfedup.com,US,25689,BOOM! MATH SHOWS Trump Would Have Beaten Obama In Romney-Obama Election   100percentfedUp.com,0.001,http://100percentfedup.com/wp-content/uploads/2016/11/us-election-map.jpg,0,0,0,0,0,bias
f0b221ac2a32d3f533ab5e097883b5bd19924033,0,Fed Up,2016-11-11T15:13:00.000+02:00,"BOOM! This Is How President Reagan Handled Protesters: ""Negotiate? What is there to negotiate?"" [Video]   100percentfedUp.com",english,2016-11-11T16:41:40.949+02:00,100percentfedup.com,US,25689,"BOOM! This Is How President Reagan Handled Protesters: ""Negotiate? What is there to negotiate?"" [Video]   100percentfedUp.com",0,http://100percentfedup.com/wp-content/uploads/2016/11/reagan.jpg,0,0,0,0,0,bias
a9efba05a81e5b106ac2a4b12bd39615e402bfb9,0,EdJenner,2016-11-12T06:16:03.318+02:00,TRUMP SUPPORTER GOT NUTS On MSNBC Reporter Covering Anti-Trump Rioters [Video],english,2016-11-12T06:16:03.318+02:00,100percentfedup.com,US,25689,TRUMP SUPPORTER GOT NUTS On MSNBC Reporter Covering Anti-Trump Rioters [Video],0,http://conservativeangle.com/wp-content/uploads/2016/11/2543787-thumb.jpg,0,1,0,0,0,bias
13e3e1983787c76876e9e5d095e73ef8cee1628a,0,Fed Up,2016-11-10T08:41:00.000+02:00,TOMI LAHREN Has Special Message For Celebrities Who Said They'd Move To Canada If Trump Won [VIDEO]   100percentfedUp.com,english,2016-11-12T15:52:41.900+02:00,100percentfedup.com,US,25689,TOMI LAHREN Has Special Message For Celebrities Who Said They'd Move To Canada If Trump Won [VIDEO]   100percentfedUp.com,0.268,http://100percentfedup.com/wp-content/uploads/2016/11/Tomi.jpg,0,0,0,0,0,bias
162b39e6518af4e591acdd65d719b4f858596b3e,0,EdJenner,2016-11-12T19:55:23.883+02:00,#BoycottComedian ROBERT DENIRO Wanted  To Punch Trump In The Face  Supports Anti-Trump Rioters Now Wants Americans To Support His New Movie [VIDEO],english,2016-11-12T19:55:23.883+02:00,100percentfedup.com,US,25689,#BoycottComedian ROBERT DENIRO Wanted  To Punch Trump In The Face  Supports Anti-Trump Rioters Now Wants Americans To Support His New Movie [VIDEO],0,http://conservativeangle.com/wp-content/uploads/2016/11/2544872-thumb.jpg,0,1,0,0,0,bias
59899b8db5916d23b121cc8cae00e623f681d474,0,EdJenner,2016-11-13T06:02:46.689+02:00,HE S NEVER SOLD AN ORIGINAL PAINTING UNTIL NOW And This One s Going In The White House,english,2016-11-13T06:02:46.689+02:00,100percentfedup.com,US,25689,HE S NEVER SOLD AN ORIGINAL PAINTING UNTIL NOW And This One s Going In The White House,0,http://conservativeangle.com/wp-content/uploads/2016/11/2546115-thumb.jpg,0,1,0,0,0,bias
1fe4c0fa4ba9e410fe5c4e7fec13c6740062629b,0,EdJenner,2016-11-13T06:02:47.949+02:00,SORRY LIBERALS You Can Stop With The Petitions Hillary Did NOT Win The Popular Vote,english,2016-11-13T06:02:47.949+02:00,100percentfedup.com,US,25689,SORRY LIBERALS You Can Stop With The Petitions Hillary Did NOT Win The Popular Vote,0,http://conservativeangle.com/wp-content/uploads/2016/11/2546106-thumb.jpg,0,1,0,0,0,bias
124c5aa1e29aa1e27a2ad9284400243ee5a150e6,0,Fed Up,2016-11-10T09:10:00.000+02:00,"MARK CUBAN: ""In The Event Donald Wins, I Have No Doubt The Market Tanks"" So Here's What Really Happened [VIDEO]   100percentfedUp.com",english,2016-11-13T17:06:40.624+02:00,100percentfedup.com,US,25689,"MARK CUBAN: ""In The Event Donald Wins, I Have No Doubt The Market Tanks"" So Here's What Really Happened [VIDEO]   100percentfedUp.com",0.19,http://100percentfedup.com/wp-content/uploads/2016/11/Cuban-invester.png,0,0,0,0,0,bias
bb6352cab853dfeaf11d29a08cd5b1d0baf424a3,0,EdJenner,2016-11-14T08:35:23.027+02:00,TRUMP SUPPORTER Whose Brutal Beating By Black Mob Was Caught On Video Asks:  What Happened To America?  [VIDEO],english,2016-11-14T08:35:23.027+02:00,100percentfedup.com,US,25689,TRUMP SUPPORTER Whose Brutal Beating By Black Mob Was Caught On Video Asks:  What Happened To America?  [VIDEO],0,http://conservativeangle.com/wp-content/uploads/2016/11/2548928-thumb.jpg,0,1,0,0,0,bias
ee8e9d4d80c9b05f5a049f6687be1cf8a90cdc34,0,EdJenner,2016-11-15T09:43:45.343+02:00,WOW! WHITE Liberals Suggest Blacks Are Too Stupid To Get ID s Can t Figure Out How To Use Internet [VIDEO],english,2016-11-15T09:43:45.343+02:00,100percentfedup.com,US,25689,WOW! WHITE Liberals Suggest Blacks Are Too Stupid To Get ID s Can t Figure Out How To Use Internet [VIDEO],0,http://conservativeangle.com/wp-content/uploads/2016/11/2553918-thumb.jpg,0,1,0,0,0,bias
3836cd38353373b7d934a7e25e5888876958f94a,0,EdJenner,2016-11-20T03:53:12.132+02:00,LOL! BRITISH WIFE Of LIB ACTOR Who Said:  There Will Never Be A President Donald Trump  Warns Americans About President-Elect Trump [VIDEO],english,2016-11-20T03:53:12.132+02:00,100percentfedup.com,US,25689,LOL! BRITISH WIFE Of LIB ACTOR Who Said:  There Will Never Be A President Donald Trump  Warns Americans About President-Elect Trump [VIDEO],0,http://conservativeangle.com/wp-content/uploads/2016/11/2574659-thumb.jpg,0,1,0,0,0,bias
80da68b7ce6ee3c4e5d9a583abac77828606c2bb,0,EdJenner,2016-11-20T06:44:12.111+02:00,EPIC! TUCKER CARLSON Demolishes NYC Councilman Over Sanctuary Cities [Video],english,2016-11-20T06:44:12.111+02:00,100percentfedup.com,US,25689,EPIC! TUCKER CARLSON Demolishes NYC Councilman Over Sanctuary Cities [Video],0,http://conservativeangle.com/wp-content/uploads/2016/11/2574911-thumb.jpg,0,1,0,0,0,bias
de3862589a93552123e525fac783021a5fe929e2,0,EdJenner,2016-11-21T03:35:20.047+02:00,FUNNY! SNL S SOLUTION To Democrat Election Denial:  Safe Space For Everyone  [Video],english,2016-11-21T03:35:20.047+02:00,100percentfedup.com,US,25689,FUNNY! SNL S SOLUTION To Democrat Election Denial:  Safe Space For Everyone  [Video],0,http://conservativeangle.com/wp-content/uploads/2016/11/2577115-thumb.jpg,0,1,0,0,0,bias
c1a86b752a21196a06591d5a785fa29b14fab245,0,EdJenner,2016-11-22T08:17:53.961+02:00,DONALD TRUMP Calls Meeting With Press Dresses Down Real Fake News Networks:  Everyone at CNN is a liar and you should be ashamed ,english,2016-11-22T08:17:53.961+02:00,100percentfedup.com,US,25689,DONALD TRUMP Calls Meeting With Press Dresses Down Real Fake News Networks:  Everyone at CNN is a liar and you should be ashamed ,0,http://conservativeangle.com/wp-content/uploads/2016/11/2582326-thumb.jpg,0,1,0,0,0,bias
018d2edef81f8ac93622de17798556762119c736,0,Fed Up,2016-11-22T21:26:00.000+02:00,OOPS! CRYBABY HAMILTON STARS Who Lectured Pence Haven't Voted In Years [VIDEO]   100percentfedUp.com,english,2016-11-22T21:34:52.034+02:00,100percentfedup.com,US,25689,OOPS! CRYBABY HAMILTON STARS Who Lectured Pence Haven't Voted In Years [VIDEO]   100percentfedUp.com,0.256,http://100percentfedup.com/wp-content/uploads/2016/11/HAMILTON.jpg,0,0,0,0,0,bias
2459f5d2ecfe04bfe96d6d75e92f948004edf67a,0,EdJenner,2016-11-23T01:48:30.528+02:00,WHITE TRUMP-BASHING LIB Reprimanded On LIVE CNN Interview For Using  N-Word  [VIDEO],english,2016-11-23T01:48:30.528+02:00,100percentfedup.com,US,25689,WHITE TRUMP-BASHING LIB Reprimanded On LIVE CNN Interview For Using  N-Word  [VIDEO],0,http://conservativeangle.com/wp-content/uploads/2016/11/2586035-thumb.jpg,0,1,0,0,0,bias
5c96dddf3e19affb7386519985180b9e086bea93,0,Barracuda Brigade,2016-11-23T21:54:00.000+02:00,BOOM! Kellyanne Conway Shuts Down CNN s Cuomo,english,2016-11-24T01:18:15.204+02:00,100percentfedup.com,US,25689,BOOM! Kellyanne Conway Shuts Down CNN s Cuomo,0,http://bb4sp.com/wp-content/uploads/2016/11/Fullscreen-capture-11232016-85104-AM.bmp.jpg,0,1,0,0,0,bias
dda26496a839264abf92217d94b681ddc98dae26,0,Barracuda Brigade,2016-11-23T21:06:00.000+02:00,SHARIA IN AMERICA? How Minneapolis Muslims Are Still Being Recruited By Terrorists,english,2016-11-24T01:18:23.263+02:00,100percentfedup.com,US,25689,SHARIA IN AMERICA? How Minneapolis Muslims Are Still Being Recruited By Terrorists,0,http://bb4sp.com/wp-content/uploads/2016/11/Fullscreen-capture-11232016-80742-AM.bmp.jpg,0,1,0,0,0,bias
3de83a29b8c501996ba153a532ee28eaf037d8b6,0,EdJenner,2016-11-25T09:24:40.752+02:00,"SHERIFF CLARKE On Obama s Final Days:  Obama s Like A Tenant Who s Been Evicted From A Property, And He s Gonna Trash The Place On The Way Out The Door  [VIDEO]",english,2016-11-25T09:24:40.752+02:00,100percentfedup.com,US,25689,"SHERIFF CLARKE On Obama s Final Days:  Obama s Like A Tenant Who s Been Evicted From A Property, And He s Gonna Trash The Place On The Way Out The Door  [VIDEO]",0,http://conservativeangle.com/wp-content/uploads/2016/11/2593516-thumb.jpg,0,1,0,0,0,bias
f4cfaff903a1ab1dd704278422a76057bbc32da4,0,EdJenner,2016-11-25T15:21:54.424+02:00,"ANTI-TRUMP CROWD CHANTS:  What s Better Than 11 Dead Cops, 12 Dead Cops!  Three Police Officers Ambushed The Same Weekend [Video]",english,2016-11-25T15:21:54.424+02:00,100percentfedup.com,US,25689,"ANTI-TRUMP CROWD CHANTS:  What s Better Than 11 Dead Cops, 12 Dead Cops!  Three Police Officers Ambushed The Same Weekend [Video]",0,http://conservativeangle.com/wp-content/uploads/2016/11/2593868-thumb.jpg,0,1,0,0,0,bias
98b54c302a72804005e6e3b1ff5d7a5e556f21cd,0,,2016-10-27T02:24:00.000+03:00," Intl Community Still Financing, Protecting Terrorists    Mother Agnes, Vanessa Beeley on Syria",english,2016-10-28T04:15:54.459+03:00,21stcenturywire.com,US,," Intl Community Still Financing, Protecting Terrorists    Mother Agnes, Vanessa Beeley on Syria",0.015,http://21stcenturywire.com/wp-content/uploads/2016/10/1-Syria-No-Fly-Zone.png,0,0,0,0,0,conspiracy
aff3ede5c01b6823e3bb6f96035c4df02d470d98,0,,2016-10-29T16:20:00.000+03:00,FBI Director Comey s  Leaked  Memo Explains Why He s Reopening the Clinton Email Case,english,2016-10-30T01:12:10.534+02:00,21stcenturywire.com,US,,FBI Director Comey s  Leaked  Memo Explains Why He s Reopening the Clinton Email Case,0,http://21stcenturywire.com/wp-content/uploads/2016/10/1-FBI-Comey-Hillary-Clinton-e1477728962985.jpg,0,0,0,0,0,conspiracy
7759496d1762e34d0a33db572948fd77df481d1d,0,Shawn Helton,2016-10-29T04:22:00.000+03:00,FBI REDUX: What s Behind New Probe into Hillary Clinton Emails?,english,2016-10-30T04:16:06.492+02:00,21stcenturywire.com,US,,FBI REDUX: What s Behind New Probe into Hillary Clinton Emails?,0,http://21stcenturywire.com/wp-content/uploads/2016/10/Clinton-New-FBI-Probe-21WIRE-SLIDER-New.jpg,0,0,0,0,0,conspiracy
f51a0aa7d160a15707b18a4007bdfa4c506d17a6,0,Mike Rivero,2016-11-02T01:43:00.000+02:00,PARTY CORRUPTION: Clinton Campaign Directly Tied to Disgraced DNC Consultant,english,2016-11-02T08:58:52.869+02:00,21stcenturywire.com,US,,PARTY CORRUPTION: Clinton Campaign Directly Tied to Disgraced DNC Consultant,0,http://i1.wp.com/21stcenturywire.com/wp-content/uploads/2016/10/DNC-SCANDAL-PART2-21WIRE-SLIDER-SH-1.jpg?fit=620%2C415,0,1,0,0,0,conspiracy
236eaaea138082b5f4e8362de5e8e5584d8e7ef4,0,,2016-11-01T16:48:00.000+02:00,Hillary s  Russian Hack  Hoax: The Biggest Lie of This Election Season,english,2016-11-02T10:39:07.600+02:00,21stcenturywire.com,US,,Hillary s  Russian Hack  Hoax: The Biggest Lie of This Election Season,0.293,http://i0.wp.com/21stcenturywire.com/wp-content/uploads/2016/11/2-Clinton-Podesta-Email.jpg?fit=610%2C415,0,0,0,0,0,conspiracy
9705f82da90935a714b424d8fafa93fba75be998,0,Shawn Helton,2016-11-04T00:03:00.000+02:00,"PARTNERS IN CRIME: Goldman Sachs, The Clintons & Wall Street",english,2016-11-04T07:25:43.119+02:00,21stcenturywire.com,US,,"PARTNERS IN CRIME: Goldman Sachs, The Clintons & Wall Street",0.139,http://i2.wp.com/21stcenturywire.com/wp-content/uploads/2016/10/Clinton-Gold-21WIRE-SLIDER-SH.jpg?fit=620%2C415,0,0,0,0,0,conspiracy
92841a56f9f241e8d06164ab78c68925ab0ac82b,0,,2016-11-04T15:33:00.000+02:00,"WikiLeaks: Hillary Clinton knew Saudi, Qatar were funding ISIS   but still took their money for Foundation",english,2016-11-05T04:46:01.202+02:00,21stcenturywire.com,US,,"WikiLeaks: Hillary Clinton knew Saudi, Qatar were funding ISIS   but still took their money for Foundation",0,http://i2.wp.com/21stcenturywire.com/wp-content/uploads/2016/11/ISIS_Clinton-Foundation.jpg?fit=610%2C415,0,0,0,0,0,conspiracy
86bf9b50cfecaeb861219f63245d4c71d345438e,0,,2016-11-04T14:30:00.000+02:00,Hillary Clinton Jumps the Shark with  Trump s Secret Russian Server  Conspiracy Theory,english,2016-11-05T04:46:01.987+02:00,21stcenturywire.com,US,,Hillary Clinton Jumps the Shark with  Trump s Secret Russian Server  Conspiracy Theory,0.417,http://i0.wp.com/21stcenturywire.com/wp-content/uploads/2016/11/1-Hillary-jump-the-shark.jpg?fit=610%2C415,0,0,0,0,0,conspiracy
e4c1a7542c447d908a878fd429fef0f5cf9130d4,0,,2016-11-06T07:48:00.000+02:00,Prof Michel Chossudovsky discusses Hillary Clinton s foreign policy & emerging nuclear risks,english,2016-11-07T01:29:27.768+02:00,21stcenturywire.com,US,,Prof Michel Chossudovsky discusses Hillary Clinton s foreign policy & emerging nuclear risks,0.983,http://i1.wp.com/21stcenturywire.com/wp-content/uploads/2016/11/1-hillary-russia-hawk-nuke-.jpg?fit=610%2C415,0,0,0,0,0,conspiracy
095b7cc19392c3b309519cc1919657208fc25e6f,0,,2016-11-06T22:52:00.000+02:00,"Episode #159   SUNDAY WIRE:  Tick-Tock USA  with guests Dr Marcus Papadopoulos, Basil Valentine",english,2016-11-07T22:24:56.764+02:00,21stcenturywire.com,US,,"Episode #159   SUNDAY WIRE:  Tick-Tock USA  with guests Dr Marcus Papadopoulos, Basil Valentine",0.002,http://i2.wp.com/21stcenturywire.com/wp-content/uploads/2016/11/1-Trump-Hillary.jpg?fit=610%2C413,0,0,0,0,0,conspiracy
d414680a6b1ef737053c20281c78f7753be24936,0,,2016-11-09T17:06:00.000+02:00,"KREMLIN: Putin Congratulates Trump, Hopes to Work Together Major Issues",english,2016-11-09T20:23:08.936+02:00,21stcenturywire.com,US,,"KREMLIN: Putin Congratulates Trump, Hopes to Work Together Major Issues",0.124,http://i0.wp.com/21stcenturywire.com/wp-content/uploads/2016/11/1-Putin-Trump.jpg?fit=610%2C415,0,0,0,0,0,conspiracy
6ffb2f9c20a5ee09fb76d53bbbaa8dd39edf6916,0,,2016-11-10T12:04:04.874+02:00,America s Primal Scream: David Icke Explains Reason for Trump s Election Result,english,2016-11-10T12:04:04.874+02:00,21stcenturywire.com,US,,America s Primal Scream: David Icke Explains Reason for Trump s Election Result,0,http://i1.wp.com/21stcenturywire.com/wp-content/uploads/2016/11/1-david-icke-trump.jpg?fit=610%2C415,0,0,0,0,0,conspiracy
63c6bf1deea567e43a0c7aaad5b8020ca6082159,0,,2016-11-10T14:42:00.000+02:00,Mexico s Richest Oligarch Loses Billions on News of Trump Victory,english,2016-11-11T01:36:55.435+02:00,21stcenturywire.com,US,,Mexico s Richest Oligarch Loses Billions on News of Trump Victory,0.002,http://i2.wp.com/21stcenturywire.com/wp-content/uploads/2016/11/1-Carlos-Slim-Trump.jpg?fit=610%2C415,0,0,0,0,0,conspiracy
4dc9f03b3aadbffd2c7cb6432b6247b3d742d55d,0,,2016-11-11T13:52:00.000+02:00," Beyonce, Jay Z, Hillary Clinton   You Don t Represent All Blacks, Women ",english,2016-11-12T06:41:47.990+02:00,21stcenturywire.com,US,," Beyonce, Jay Z, Hillary Clinton   You Don t Represent All Blacks, Women ",0.49,http://i1.wp.com/21stcenturywire.com/wp-content/uploads/2016/11/1-Kiki-Green-Trump.png?fit=610%2C415,0,0,0,0,0,conspiracy
8910588330147ab1149ff116ba4d1570643b29f0,0,,2016-11-11T15:35:00.000+02:00,(VIDEO) Female College Students Protesting Because  Trump is a Rapist ,english,2016-11-12T06:41:50.441+02:00,21stcenturywire.com,US,,(VIDEO) Female College Students Protesting Because  Trump is a Rapist ,0.293,http://i2.wp.com/21stcenturywire.com/wp-content/uploads/2016/11/1-Trump-student-protesters.png?fit=610%2C415,0,0,0,0,0,conspiracy
2a63aa7d67b72eb1233594b7814a35e7fde7813a,0,Mike Rivero,2016-11-12T23:13:29.272+02:00, COLOR REV  AGIT PROP: George Soros MoveOn Agitators March on America   as Billionaire Instigator Sued,english,2016-11-12T23:13:29.272+02:00,21stcenturywire.com,US,, COLOR REV  AGIT PROP: George Soros MoveOn Agitators March on America   as Billionaire Instigator Sued,0,http://i0.wp.com/21stcenturywire.com/wp-content/uploads/2016/11/SICK-SOROS-PAID-PROTESTS-21WIRE-SLIDER-SH-4.jpg?fit=620%2C415,0,1,0,0,0,conspiracy
2c6a0f68ac6206d50c6993c4e727bc3b6a6354e7,0,Mike Rivero,2016-11-12T23:13:50.035+02:00,Henningsen:  US Anti-Trump Protests Similar to Soros Color Revolutions Abroad ,english,2016-11-12T23:13:50.035+02:00,21stcenturywire.com,US,,Henningsen:  US Anti-Trump Protests Similar to Soros Color Revolutions Abroad ,0,http://i0.wp.com/21stcenturywire.com/wp-content/uploads/2016/11/1-Patrick_henningsen-Trump-Riots.png?fit=610%2C415,0,1,0,0,0,conspiracy
65272a7457360257e5b5f2540411785b4f848d55,0,,2016-11-13T03:51:00.000+02:00,"Post-Trump Liberal Meltdown: Counseling, Cry-ins, Therapy Dogs and Poetry",english,2016-11-13T04:33:15.249+02:00,21stcenturywire.com,US,,"Post-Trump Liberal Meltdown: Counseling, Cry-ins, Therapy Dogs and Poetry",0.288,http://i2.wp.com/21stcenturywire.com/wp-content/uploads/2016/11/1-Hillary-Trump-DOGS.jpg?fit=610%2C419,0,0,0,0,0,conspiracy
78ea7e7d34d7da2ba484674ad024e0951f46bcfa,0,,2016-11-13T23:22:00.000+02:00,Episode #160   SUNDAY WIRE:  Hail to the Deplorables  with special guest Randy J,english,2016-11-14T22:30:02.870+02:00,21stcenturywire.com,US,,Episode #160   SUNDAY WIRE:  Hail to the Deplorables  with special guest Randy J,0.959,http://i0.wp.com/21stcenturywire.com/wp-content/uploads/2016/11/1-SW-deplorables-copy.jpg?fit=610%2C415,0,0,0,0,0,conspiracy
eca38219488f8785530cc20ad38c98dac4faa432,0,Mike Rivero,2016-11-17T00:41:00.000+02:00,"CBS 60 Minutes Withheld Trump s Appeal to  Stop Attacking Minorities,  and Ignored Reports of Attacks on Trump Supporters",english,2016-11-17T03:16:17.756+02:00,21stcenturywire.com,US,,"CBS 60 Minutes Withheld Trump s Appeal to  Stop Attacking Minorities,  and Ignored Reports of Attacks on Trump Supporters",0,http://i0.wp.com/21stcenturywire.com/wp-content/uploads/2016/11/2-Trump-Stahl-60-Minutes-copy.jpg?fit=610%2C415,0,1,0,0,0,conspiracy
a36405a8d7d32c2192b9a9b482dcf0ebc83c62eb,0,Mike Rivero,2016-11-23T00:49:00.000+02:00,FLASHBACK - Hillary Clinton s  KKK  Smear Against Trump was Democrat Strategy,english,2016-11-23T01:36:58.899+02:00,21stcenturywire.com,US,,FLASHBACK - Hillary Clinton s  KKK  Smear Against Trump was Democrat Strategy,0,http://i2.wp.com/21stcenturywire.com/wp-content/uploads/2016/11/1-Clinton-KKK-Democratic-Party.jpg?fit=610%2C415,0,1,0,0,0,conspiracy
